Datetime,Close
2023-07-14 09:00:00+00:00,348.19
2023-07-14 10:00:00+00:00,349.1081988221414
2023-07-14 11:00:00+00:00,352.1589932161431
2023-07-14 12:00:00+00:00,353.78537096779235
2023-07-14 13:00:00+00:00,353.9050886413024
2023-07-14 13:30:00+00:00,351.83453075224264
2023-07-14 14:30:00+00:00,347.43275252979504
2023-07-14 15:30:00+00:00,346.393829143635
2023-07-14 16:30:00+00:00,347.8293710787199
2023-07-14 17:30:00+00:00,348.73586436928593
2023-07-14 18:30:00+00:00,348.31145677619105
2023-07-14 19:30:00+00:00,350.3355017405487
2023-07-14 20:00:00+00:00,349.97514140931895
2023-07-14 21:00:00+00:00,350.36382858881956
2023-07-14 22:00:00+00:00,352.6213102816627
2023-07-14 23:00:00+00:00,351.211090006035
2023-07-17 08:00:00+00:00,351.934076380932
2023-07-17 09:00:00+00:00,350.43312345889603
2023-07-17 10:00:00+00:00,349.73437471255335
2023-07-17 11:00:00+00:00,353.99553968440716
2023-07-17 12:00:00+00:00,358.4977039858296
2023-07-17 13:00:00+00:00,355.58571038014816
2023-07-17 13:30:00+00:00,354.8800782967972
2023-07-17 14:30:00+00:00,355.86274000286306
2023-07-17 15:30:00+00:00,357.10548855225784
2023-07-17 16:30:00+00:00,356.96888519614157
2023-07-17 17:30:00+00:00,357.2779651674647
2023-07-17 18:30:00+00:00,357.7827142329456
2023-07-17 19:30:00+00:00,358.59160034709447
2023-07-17 20:00:00+00:00,358.2877545515234
2023-07-17 21:00:00+00:00,359.87504280203103
2023-07-17 22:00:00+00:00,359.0052720615048
2023-07-17 23:00:00+00:00,360.53461530558144
2023-07-18 08:00:00+00:00,362.1982083191682
2023-07-18 09:00:00+00:00,362.657516425112
2023-07-18 10:00:00+00:00,363.20758187322684
2023-07-18 11:00:00+00:00,360.8199432301467
2023-07-18 12:00:00+00:00,359.9482500088152
2023-07-18 13:00:00+00:00,358.8136214915195
2023-07-18 13:30:00+00:00,359.946783326585
2023-07-18 14:30:00+00:00,360.6805581298829
2023-07-18 15:30:00+00:00,358.90830137935797
2023-07-18 16:30:00+00:00,356.93103562008326
2023-07-18 17:30:00+00:00,358.4388492947104
2023-07-18 18:30:00+00:00,359.25237756232264
2023-07-18 19:30:00+00:00,357.0776373589704
2023-07-18 20:00:00+00:00,356.97124166622694
2023-07-18 21:00:00+00:00,354.77138380489185
2023-07-18 22:00:00+00:00,355.02849044025226
2023-07-18 23:00:00+00:00,354.5983212459502
2023-07-19 08:00:00+00:00,353.14680738780606
2023-07-19 09:00:00+00:00,353.3497278120912
2023-07-19 10:00:00+00:00,358.2019616977808
2023-07-19 11:00:00+00:00,361.9639758481641
2023-07-19 12:00:00+00:00,364.1060025881991
2023-07-19 13:00:00+00:00,367.7384824697484
2023-07-19 13:30:00+00:00,366.3757609463228
2023-07-19 14:30:00+00:00,367.77008398858425
2023-07-19 15:30:00+00:00,368.397509676731
2023-07-19 16:30:00+00:00,367.0364104660831
2023-07-19 17:30:00+00:00,368.11465395200537
2023-07-19 18:30:00+00:00,369.00608655592754
2023-07-19 19:30:00+00:00,367.7229362823436
2023-07-19 20:00:00+00:00,367.0760973288286
2023-07-19 21:00:00+00:00,367.87684853565094
2023-07-19 22:00:00+00:00,367.69058193785145
2023-07-19 23:00:00+00:00,366.8836272009323
2023-07-20 08:00:00+00:00,367.376694035148
2023-07-20 09:00:00+00:00,367.4462012385498
2023-07-20 10:00:00+00:00,366.65977250783305
2023-07-20 11:00:00+00:00,364.41111789671476
2023-07-20 12:00:00+00:00,362.424148760519
2023-07-20 13:00:00+00:00,358.47231309241073
2023-07-20 13:30:00+00:00,359.3955867414779
2023-07-20 14:30:00+00:00,359.15552848266714
2023-07-20 15:30:00+00:00,361.5976035596785
2023-07-20 16:30:00+00:00,362.61126081385845
2023-07-20 17:30:00+00:00,362.1323528738537
2023-07-20 18:30:00+00:00,360.84314026157057
2023-07-20 19:30:00+00:00,360.7396475033743
2023-07-20 20:00:00+00:00,360.1022962531598
2023-07-20 21:00:00+00:00,359.63071686787146
2023-07-20 22:00:00+00:00,357.7803874986316
2023-07-20 23:00:00+00:00,357.5603882122877
2023-07-21 08:00:00+00:00,359.75487340299446
2023-07-21 09:00:00+00:00,359.7508466435891
2023-07-21 10:00:00+00:00,358.8884650858679
2023-07-21 11:00:00+00:00,358.0235012984513
2023-07-21 12:00:00+00:00,356.5681156774169
2023-07-21 13:00:00+00:00,357.3178927929132
2023-07-21 13:30:00+00:00,354.79699256824915
2023-07-21 14:30:00+00:00,354.31445218782784
2023-07-21 15:30:00+00:00,351.03387448858
2023-07-21 16:30:00+00:00,350.47550858524556
2023-07-21 17:30:00+00:00,349.06473006567813
2023-07-21 18:30:00+00:00,347.7820891383518
2023-07-21 19:30:00+00:00,346.4358148294937
2023-07-21 20:00:00+00:00,343.15817356389266
2023-07-21 21:00:00+00:00,342.6306084833299
2023-07-21 22:00:00+00:00,340.63389794541007
2023-07-21 23:00:00+00:00,339.97755294860923
2023-07-24 08:00:00+00:00,339.8930886570291
2023-07-24 09:00:00+00:00,344.30299569647536
2023-07-24 10:00:00+00:00,344.753106180214
2023-07-24 11:00:00+00:00,344.0433550430417
2023-07-24 12:00:00+00:00,345.6903041460787
2023-07-24 13:00:00+00:00,343.1377419330729
2023-07-24 13:30:00+00:00,342.1906357728728
2023-07-24 14:30:00+00:00,341.54942186862803
2023-07-24 15:30:00+00:00,341.7584022183527
2023-07-24 16:30:00+00:00,340.2740294007941
2023-07-24 17:30:00+00:00,339.4683139013873
2023-07-24 18:30:00+00:00,340.8685839635844
2023-07-24 19:30:00+00:00,341.2060357244451
2023-07-24 20:00:00+00:00,341.50032732385176
2023-07-24 21:00:00+00:00,339.515266495017
2023-07-24 22:00:00+00:00,337.2294621260084
2023-07-24 23:00:00+00:00,336.60932620269756
2023-07-25 08:00:00+00:00,337.19203076583557
2023-07-25 09:00:00+00:00,335.5284878679956
2023-07-25 10:00:00+00:00,334.1555543080649
2023-07-25 11:00:00+00:00,334.66731626446017
2023-07-25 12:00:00+00:00,336.5877313955279
2023-07-25 13:00:00+00:00,338.27438905442773
2023-07-25 13:30:00+00:00,337.0930926017433
2023-07-25 14:30:00+00:00,339.25044028222834
2023-07-25 15:30:00+00:00,339.24459134483914
2023-07-25 16:30:00+00:00,339.44233597864223
2023-07-25 17:30:00+00:00,342.02358521899197
