Date,Forecasted
2025-03-01,133.97008
2025-03-02,133.97008
2025-03-03,133.97008
2025-03-04,133.97008
2025-03-05,133.97008
2025-03-06,133.97008
2025-03-07,133.97008
2025-03-08,133.97008
2025-03-09,133.97008
2025-03-10,133.97008
2025-03-11,133.97008
2025-03-12,133.97008
2025-03-13,133.97008
2025-03-14,133.97008
2025-03-15,133.97008
2025-03-16,133.97008
2025-03-17,133.97008
2025-03-18,133.97008
2025-03-19,133.97008
2025-03-20,133.97008
2025-03-21,133.97008
2025-03-22,133.97008
2025-03-23,133.97008
2025-03-24,133.97008
2025-03-25,133.97008
2025-03-26,133.97008
2025-03-27,133.97008
2025-03-28,133.97008
2025-03-29,133.97008
2025-03-30,133.97008
