Datetime,Open,High,Low,Close,Volume,logReturns
2023-07-14 09:00:00+00:00,46.379997,46.498,46.367,46.377,0,-6.462046202390801e-05
2023-07-14 10:00:00+00:00,46.375,46.399,46.129997,46.32,0,-0.0012298134175668218
2023-07-14 11:00:00+00:00,46.32,46.398003,46.25,46.385002,0,0.0014023409578811554
2023-07-14 12:00:00+00:00,46.385002,46.8,45.906,46.720497,0,0.007206802083234897
2023-07-14 13:00:00+00:00,46.722,46.742,44.541,46.545998,0,-0.0037419483516301943
2023-07-14 13:30:00+00:00,46.58280944824219,48.0880012512207,46.577999114990234,47.487998962402344,21872600,0.02003599774100809
2023-07-14 14:30:00+00:00,47.4934196472168,47.87999725341797,46.89400100708008,47.1779899597168,12575356,-0.006549556274881458
2023-07-14 15:30:00+00:00,47.178001403808594,47.47999954223633,46.91899871826172,47.07699966430664,6615205,-0.0021429175146996144
2023-07-14 16:30:00+00:00,47.077999114990234,47.15299987792969,46.154998779296875,46.32500076293945,9425137,-0.016102763264948302
2023-07-14 17:30:00+00:00,46.31999969482422,46.474998474121094,45.76599884033203,45.88758087158203,7052004,-0.00948727743124642
2023-07-14 18:30:00+00:00,45.89400100708008,45.936988830566406,45.060001373291016,45.1879997253418,11539551,-0.015362952422898346
2023-07-14 19:30:00+00:00,45.194000244140625,45.48299789428711,45.0890007019043,45.46900177001953,5654901,0.006199255214027759
2023-07-14 20:00:00+00:00,45.469,47.94,45.426003,45.504997,0,0.0007913301019081753
2023-07-14 21:00:00+00:00,45.504997,45.510002,45.46,45.488,0,-0.0003735891938517221
2023-07-14 22:00:00+00:00,45.488,45.549,45.43,45.525,0,0.0008130707050277691
2023-07-14 23:00:00+00:00,45.5235,45.674,45.512,45.65,0,0.0027419814273059243
2023-07-17 08:00:00+00:00,45.711998,45.954998,45.711998,45.745003,0,0.002078954671456662
2023-07-17 09:00:00+00:00,45.749,45.789,45.645,45.725,0,-0.0004373674355047347
2023-07-17 10:00:00+00:00,45.739002,45.78,45.601,45.731,0,0.00013121063699728723
2023-07-17 11:00:00+00:00,45.765,45.82,45.55,45.614998,0,-0.0025398389617163207
2023-07-17 12:00:00+00:00,45.624,46.07,45.215,45.872,0,0.005618343188803771
2023-07-17 13:00:00+00:00,45.868,48.0065,45.2975,45.98,0,0.002351610194021326
2023-07-17 13:30:00+00:00,46.28900146484375,46.49599838256836,45.262413024902344,45.73500061035156,16510343,-0.005342636881314377
2023-07-17 14:30:00+00:00,45.736000061035156,45.89200210571289,45.39126968383789,45.70000076293945,6101704,-0.0007655678590445136
2023-07-17 15:30:00+00:00,45.70800018310547,45.86199951171875,45.30849075317383,45.41600036621094,5434665,-0.006233840662772878
2023-07-17 16:30:00+00:00,45.4119987487793,45.7140007019043,45.321998596191406,45.662498474121094,4131573,0.005412884773041076
2023-07-17 17:30:00+00:00,45.67000198364258,46.084999084472656,45.666500091552734,45.9015007019043,5172321,0.005220452857678566
2023-07-17 18:30:00+00:00,45.89699935913086,46.48699951171875,45.78499984741211,46.39099884033203,6978468,0.010607638340907983
2023-07-17 19:30:00+00:00,46.39099884033203,46.48099899291992,46.303001403808594,46.465999603271484,4267797,0.0016154039115260895
2023-07-17 20:00:00+00:00,46.467003,46.64,46.414,46.6305,0,0.003533979658385529
2023-07-17 21:00:00+00:00,46.629997,46.72,46.461,46.71,0,0.0017034410405737156
2023-07-17 22:00:00+00:00,46.701,46.71,46.396,46.634,0,-0.001628385687215396
2023-07-17 23:00:00+00:00,46.637,46.65,46.53,46.5985,0,-0.0007615370544746008
2023-07-18 08:00:00+00:00,46.61,46.747,46.59,46.739002,0,0.0030106249495345867
2023-07-18 09:00:00+00:00,46.738,46.744,46.649,46.664,0,-0.0016059872705246503
2023-07-18 10:00:00+00:00,46.664,46.72,46.629997,46.704002,0,0.000856867483306215
2023-07-18 11:00:00+00:00,46.706,46.961998,46.66,46.879997,0,0.0037612243409384165
2023-07-18 12:00:00+00:00,46.879,46.969,46.548,46.894,0,0.00029865422296273804
2023-07-18 13:00:00+00:00,46.879997,46.93,45.3975,46.762,0,-0.0028188282096972524
2023-07-18 13:30:00+00:00,46.70100021362305,46.711997985839844,45.73400115966797,46.0359992980957,12985144,-0.015647223429458942
2023-07-18 14:30:00+00:00,46.02341079711914,46.15999984741211,45.845001220703125,46.025001525878906,5966934,-0.00023892358698433553
2023-07-18 15:30:00+00:00,46.0359992980957,47.178001403808594,45.96001052856445,47.140499114990234,10625450,0.023947725108894143
2023-07-18 16:30:00+00:00,47.12915802001953,47.532997131347656,47.12915802001953,47.428001403808594,6833598,0.0060803158132565
2023-07-18 17:30:00+00:00,47.42394256591797,47.63399124145508,47.361000061035156,47.513999938964844,5552231,0.0018116019772041435
2023-07-18 18:30:00+00:00,47.51799774169922,47.89598846435547,47.37200164794922,47.86701965332031,6790325,0.0074023391200522875
2023-07-18 19:30:00+00:00,47.86774826049805,47.88399887084961,47.47200012207031,47.5,5143049,-0.007697031251215119
2023-07-18 20:00:00+00:00,47.494,47.55,47.14579,47.303,0,-0.004155992606839328
2023-07-18 21:00:00+00:00,47.3,48.325974,47.275,47.3375,0,0.0007290747941570207
2023-07-18 22:00:00+00:00,47.329998,47.494,47.329998,47.34,0,5.2810857924674205e-05
2023-07-18 23:00:00+00:00,47.34,47.370003,47.3,47.355,0,0.0003168065922266927
2023-07-19 08:00:00+00:00,47.494,47.5,47.2,47.424,0,0.0014560189955571904
2023-07-19 09:00:00+00:00,47.44,47.579998,47.418,47.527,0,0.002169540929552133
2023-07-19 10:00:00+00:00,47.528,47.698997,47.528,47.618,0,0.0019128704135367195
2023-07-19 11:00:00+00:00,47.620003,47.662,47.36,47.465,0,-0.003218243682948621
2023-07-19 12:00:00+00:00,47.47,47.688,47.22775,47.502,0,0.0007792180835899092
2023-07-19 13:00:00+00:00,47.52,47.7,47.3,47.515,0,0.000273635245926761
2023-07-19 13:30:00+00:00,47.4640007019043,47.5,46.9010009765625,47.141502380371094,11464510,-0.007891683057060313
2023-07-19 14:30:00+00:00,47.13500213623047,47.63999938964844,47.12300109863281,47.4630012512207,6231761,0.006796718890840901
2023-07-19 15:30:00+00:00,47.470001220703125,47.81800079345703,47.0880012512207,47.12300109863281,6516626,-0.0071892586336503575
2023-07-19 16:30:00+00:00,47.11800003051758,47.17000198364258,46.812007904052734,46.99399948120117,5103899,-0.002741304916677798
2023-07-19 17:30:00+00:00,46.99300003051758,47.09899139404297,46.742000579833984,46.775001525878906,3795915,-0.004671018164902106
2023-07-19 18:30:00+00:00,46.779998779296875,47.07500076293945,46.749000549316406,46.946781158447266,3969249,0.003665739596661521
2023-07-19 19:30:00+00:00,46.939998626708984,47.14099884033203,46.86800003051758,47.07500076293945,3393929,0.002727446371617708
2023-07-19 20:00:00+00:00,47.077,47.6095,46.012,47.107998,0,0.0007007047735591724
2023-07-19 21:00:00+00:00,47.11,47.114998,19.032375,46.94,0,-0.003572605100789893
2023-07-19 22:00:00+00:00,46.93,46.956,46.4,46.557503,0,-0.00818201816290615
2023-07-19 23:00:00+00:00,46.575,46.6,46.45,46.585,0,0.0005904286424169083
2023-07-20 08:00:00+00:00,46.6,46.681,46.432,46.616,0,0.0006652289383848929
2023-07-20 09:00:00+00:00,46.619,46.668,46.466,46.504,0,-0.0024054994417236223
2023-07-20 10:00:00+00:00,46.503,46.870003,46.486,46.767002,0,0.005639538364801
2023-07-20 11:00:00+00:00,46.760002,46.8,46.476,46.537,0,-0.004930173646369308
2023-07-20 12:00:00+00:00,46.524,46.878548,46.402,46.71,0,0.0037105793965357746
2023-07-20 13:00:00+00:00,46.701,46.711,46.452,46.454998,0,-0.005474215473157993
2023-07-20 13:30:00+00:00,46.4734992980957,47.086997985839844,45.704811096191406,45.76350021362305,13663430,-0.01499722421225741
2023-07-20 14:30:00+00:00,45.76350021362305,46.24399948120117,45.29999923706055,46.14400100708008,10325304,0.008280128658606759
2023-07-20 15:30:00+00:00,46.14577102661133,46.45000076293945,45.987998962402344,46.0,5464071,-0.00312556699811296
2023-07-20 16:30:00+00:00,46.00299835205078,46.150001525878906,45.836997985839844,46.0260009765625,4395156,0.0005650789337459505
2023-07-20 17:30:00+00:00,46.02199935913086,46.036991119384766,45.61899948120117,45.64249801635742,3784002,-0.008367218877741561
2023-07-20 18:30:00+00:00,45.638999938964844,45.709999084472656,45.0620002746582,45.2765007019043,7660154,-0.00805110695489489
2023-07-20 19:30:00+00:00,45.275001525878906,45.78499984741211,45.275001525878906,45.516090393066406,5336739,0.005277748865025286
2023-07-20 20:00:00+00:00,45.521,47.744,42.66705,45.454998,0,-0.001343116880969255
2023-07-20 21:00:00+00:00,45.454998,46.412254,45.288002,45.38837,0,-0.0014668767443124428
2023-07-20 22:00:00+00:00,45.382,45.420002,44.93,44.9625,0,-0.009427095808205905
2023-07-20 23:00:00+00:00,44.965,45.159,44.95,45.096,0,0.0029647417575316025
