Date,Close
2000-01-04,1401.8697130573642
2000-01-05,1415.111002875848
2000-01-06,1429.8590540488653
2000-01-07,1442.8129257167354
2000-01-10,1443.766713474217
2000-01-11,1465.6698878968052
2000-01-12,1449.8573649737373
2000-01-13,1449.6366997103385
2000-01-14,1424.1249034247078
2000-01-18,1413.5020406693038
2000-01-19,1428.3045653616105
2000-01-20,1442.6623415529173
2000-01-21,1462.1421176776466
2000-01-24,1455.3345156531352
2000-01-25,1455.5917100257454
2000-01-26,1478.8425037262252
2000-01-27,1464.5693854613019
2000-01-28,1444.5213834325566
2000-01-31,1483.3986454741898
2000-02-01,1505.9883001832115
2000-02-02,1517.509007903609
2000-02-03,1518.1691734232713
2000-02-04,1528.608224222348
2000-02-07,1512.2109071989366
2000-02-08,1511.4364395905493
2000-02-09,1550.5371839713691
2000-02-10,1542.82626535242
2000-02-11,1526.3493598699629
2000-02-14,1524.1945374575996
2000-02-15,1508.4619458236791
2000-02-16,1488.3081360779886
2000-02-17,1527.5069385578913
2000-02-18,1530.4172633288397
2000-02-22,1521.2008516731642
2000-02-23,1507.4116300047742
2000-02-24,1481.7339693526824
2000-02-25,1478.116324233182
2000-02-28,1478.7345863045973
2000-02-29,1490.2268658538512
2000-03-01,1490.1357732727097
2000-03-02,1471.0475395782248
2000-03-03,1491.7476205491184
2000-03-06,1488.303159453831
2000-03-07,1492.5482430918303
2000-03-08,1465.5575964535942
2000-03-09,1450.2934906284993
2000-03-10,1457.0742027923038
2000-03-13,1428.0617000464918
2000-03-14,1404.1499392697647
2000-03-15,1389.157830838726
2000-03-16,1428.2067898057805
2000-03-17,1404.2975856048392
2000-03-20,1409.8422833409222
2000-03-21,1425.0854406641417
2000-03-22,1403.3667492145453
2000-03-23,1427.2829687806081
2000-03-24,1448.54362272031
2000-03-27,1411.3221582120102
2000-03-28,1410.7003930215687
2000-03-29,1411.6675377482907
2000-03-30,1410.0262438574969
2000-03-31,1432.4900267514965
2000-04-03,1440.7489999233014
2000-04-04,1455.5912141149868
2000-04-05,1434.0570034628483
2000-04-06,1459.835948056244
2000-04-07,1487.3915027245873
2000-04-10,1503.2242274788903
2000-04-11,1477.0339609705695
2000-04-12,1465.5504721681987
2000-04-13,1468.1359730691797
2000-04-14,1493.107217631029
2000-04-17,1503.5851683212443
2000-04-18,1501.5508467686832
2000-04-19,1488.892723681215
2000-04-20,1486.1912827236292
2000-04-24,1463.768684441984
2000-04-25,1474.0206169438964
2000-04-26,1428.6089687226831
2000-04-27,1425.3672888346675
2000-04-28,1419.4130281911036
2000-05-01,1382.4978218003125
2000-05-02,1374.6087777003277
